normalisasi_frekuensi,normalisasi_total,ClusterId
0.0,0.541826134499727,0
0.0,0.036632039365774,1
1.0,0.003280481137233,1
0.272727280855179,1.0,0
0.363636374473572,0.045379989065063,1
0.181818187236786,0.0,1
0.454545468091965,0.751776927282668,0
0.181818187236786,0.140513942044833,1
